"";"id";"name_market";"code_ticker";"code_symbol";"name_company";"code_isin";"date_lastTrade";"flag_active"
"38";41;"Euronext Growth Milan";"DTH.MI";"DTH";"DEFENCE TECH HOLD";"IT0005461329";2023-12-05;TRUE
"39";42;"Euronext Growth Milan";"ART.MI";"ART";"DEODATO.GALLERY";"IT0005528937";2023-12-04;TRUE
"40";43;"Euronext Growth Milan";"DIT.MI";"DIT";"DESTINATION ITALIA";"IT0005454027";2023-12-05;TRUE
"41";44;"Euronext Growth Milan";"DHH.MI";"DHH";"DHH";"IT0005203622";2023-12-04;TRUE
"42";45;"Euronext Growth Milan";"DM.MI";"DM";"DIGITAL MAGICS";"IT0004900160";2023-12-05;TRUE
"43";46;"Euronext Growth Milan";"DGT.MI";"DGT";"DIGITOUCH";"IT0005089476";2023-12-05;TRUE
"44";47;"Euronext Growth Milan";"D.MI";"D";"DIRECTA SIM";"IT0001463063";2023-12-05;TRUE
"45";48;"Euronext Growth Milan";"DOT.MI";"DOT";"DOTSTAY";"IT0005523839";2023-07-10;FALSE
"46";49;"Euronext Growth Milan";"DOX.MI";"DOX";"DOXEE";"IT0005394413";2023-12-04;TRUE
"47";50;"Euronext Growth Milan";"EGB.MI";"EGB";"E-GLOBE";"IT0005557514";2023-11-29;TRUE
"48";51;"Euronext Growth Milan";"E9IA.MI";"E9IA";"E-NOVIA";"IT0005391229";2023-01-04;FALSE
"49";52;"Euronext Growth Milan";"ECMB.MI";"ECMB";"ECOMEMBRANE";"IT0005543332";2023-12-05;TRUE
"50";53;"Euronext Growth Milan";"ECK.MI";"ECK";"ECOSUNTEK";"IT0005001943";2023-12-04;TRUE
"51";54;"Euronext Growth Milan";"ESF.MI";"ESF";"EDIL SAN FELICE";"IT0005561441";2023-12-05;TRUE
"52";55;"Euronext Growth Milan";"EDAC.MI";"EDAC";"EDILIZIACROBATICA";"IT0005351504";2023-12-05;TRUE
"53";56;"Euronext Growth Milan";"ELES.MI";"ELES";"ELES";"IT0005373417";2023-12-05;TRUE
"54";57;"Euronext Growth Milan";"ELG.MI";"ELG";"ELIGO";"IT0005524423";2023-10-24;FALSE
"55";58;"Euronext Growth Milan";"ELSA.MI";"ELSA";"ELSA SOLUTIONS";"IT0005561466";2023-12-05;TRUE
"56";59;"Euronext Growth Milan";"EAV.MI";"EAV";"EMMA VILLAS";"IT0005562183";2023-12-05;TRUE
"57";60;"Euronext Growth Milan";"ENY.MI";"ENY";"ENERGY";"IT0005500712";2023-12-05;TRUE
"58";61;"Euronext Growth Milan";"ENT.MI";"ENT";"ENERTRONICA SANT";"IT0004887409";2022-06-15;FALSE
"59";62;"Euronext Growth Milan";"EPRB.MI";"EPRB";"EPRCOMUNICAZIONE";"IT0005519837";2023-12-01;TRUE
"60";63;"Euronext Growth Milan";"RDUE.MI";"RDUE";"ERREDUE";"IT0005521247";2023-12-05;TRUE
"61";64;"Euronext Growth Milan";"ESAU.MI";"ESAU";"ESAUTOMOTION";"IT0005337107";2023-12-05;TRUE
"62";65;"Euronext Growth Milan";"ESIGM.MI";"ESIGM";"ESI";"IT0005421885";2023-12-05;TRUE
"63";66;"Euronext Growth Milan";"BIRO.MI";"BIRO";"ESTRIMA";"IT0005468191";2023-12-05;TRUE
"64";67;"Euronext Growth Milan";"EVISO.MI";"EVISO";"EVISO";"IT0005430936";2023-12-05;TRUE
"65";68;"Euronext Growth Milan";"EXEC.MI";"EXEC";"EXECUS";"IT0005557530";2023-11-30;TRUE
"66";69;"Euronext Growth Milan";"EXAI.MI";"EXAI";"EXPERT.AI";"IT0004496029";2023-12-05;TRUE
"67";70;"Euronext Growth Milan";"FAE.MI";"FAE";"FAE TECHNOLOGY";"IT0005500688";2023-12-05;TRUE
"68";71;"Euronext Growth Milan";"COSMO.MI";"COSMO";"FARMACOSMO";"IT0005487670";2023-12-05;TRUE
"69";72;"Euronext Growth Milan";"FNX.MI";"FNX";"FENIX ENTERT";"IT0005403495";2023-12-05;TRUE
"70";73;"Euronext Growth Milan";"FVI.MI";"FVI";"FERVI";"IT0005325912";2023-12-05;TRUE
"71";74;"Euronext Growth Milan";"FTC.MI";"FTC";"FINANZA.TECH";"IT0005475162";2023-12-05;TRUE
"72";75;"Euronext Growth Milan";"FIC.MI";"FIC";"FIRST CAPITAL";"IT0005252736";2023-12-05;TRUE
"73";76;"Euronext Growth Milan";"FPE.MI";"FPE";"FOPE";"IT0005203424";2023-12-05;TRUE
"74";77;"Euronext Growth Milan";"FOS.MI";"FOS";"FOS";"IT0005388217";2023-12-05;TRUE
"75";78;"Euronext Growth Milan";"FCH.MI";"FCH";"FRANCHETTI";"IT0005508574";2023-12-05;TRUE
"76";79;"Euronext Growth Milan";"FUM.MI";"FUM";"FRANCHI UMB MARMI";"IT0005335754";2023-12-05;TRUE
"77";80;"Euronext Growth Milan";"FRE.MI";"FRE";"FRENDY ENERGY";"IT0004819857";2023-12-05;TRUE
"78";81;"Euronext Growth Milan";"FCM.MI";"FCM";"FRIULCHEM";"IT0005378457";2023-12-04;TRUE
"79";82;"Euronext Growth Milan";"GSR.MI";"GSR";"G RENT";"IT0005445108";2023-12-05;TRUE
"80";83;"Euronext Growth Milan";"GML.MI";"GML";"G.M. LEATHER";"IT0005498610";2023-12-01;TRUE
"81";84;"Euronext Growth Milan";"GAMB.MI";"GAMB";"GAMBERO ROSSO";"IT0005122392";2023-12-05;TRUE
"82";85;"Euronext Growth Milan";"GEL.MI";"GEL";"GEL";"IT0005312365";2023-12-05;TRUE
"83";86;"Euronext Growth Milan";"GM.MI";"GM";"GENTILI MOSCONI";"IT0005531261";2023-12-05;TRUE
"84";87;"Euronext Growth Milan";"GBUS.MI";"GBUS";"GIBUS";"IT0005341059";2023-12-05;TRUE
"85";88;"Euronext Growth Milan";"GCOM.MI";"GCOM";"GIGLIO.COM";"IT0005453003";2023-12-05;TRUE
"86";89;"Euronext Growth Milan";"GIS.MI";"GIS";"GISMONDI 1754";"IT0005391138";2023-12-05;TRUE
"87";90;"Euronext Growth Milan";"GO.MI";"GO";"GO INTERNET";"IT0005038002";2023-12-05;TRUE
"88";91;"Euronext Growth Milan";"GRN.MI";"GRN";"GREEN OLEO";"IT0005549768";2023-12-05;TRUE
"89";92;"Euronext Growth Milan";"GRAL.MI";"GRAL";"GRIFAL";"IT0005332595";2023-12-05;TRUE
"90";93;"Euronext Growth Milan";"GROW.MI";"GROW";"GROWENS";"IT0005040354";2023-12-05;TRUE
"91";94;"Euronext Growth Milan";"GROOPA.MI";"GROOPA";"GROWENS OPA";"IT0005569345";NA;NA
"92";95;"Euronext Growth Milan";"FARM.MI";"FARM";"H-FARM";"IT0004674666";2023-12-05;TRUE
"93";96;"Euronext Growth Milan";"HI.MI";"HI";"HEALTH ITALIA";"IT0005221004";2023-12-05;TRUE
